Date,Close,High,Low,Open,Volume,Log_Returns
2014-01,601.0499877929688,603.6150207519531,599.1950073242188,601.9849853515625,203800000.0,0.0004325925879051
2014-02,604.6420043945312,606.1039916992188,601.4259887695313,602.702001953125,223840000.0,0.0031881449414269806
2014-03,616.5780029296875,617.893994140625,613.0440063476562,614.8840087890625,225420000.0,0.0025700066606515804
2014-04,614.6019897460938,619.435986328125,613.4700073242187,617.7139892578125,225680000.0,-0.0050972167955022196
2014-05,595.2300048828125,600.4900024414062,591.6239990234375,597.6279907226562,166660000.0,-0.00411721860153246
2014-06,593.8140014648437,596.047998046875,588.1720092773437,590.5240112304688,167500000.0,0.00550503862769956
2014-07,605.2519897460937,607.5960083007812,602.7079956054688,605.7260009765625,249020000.0,-0.00078524793591146
2014-08,608.4280029296875,609.8760009765625,605.3840087890625,607.0440063476562,223160000.0,0.0022583122811191798
2014-09,610.5000122070312,612.61201171875,607.9099975585938,610.5279907226562,192180000.0,-2.9409484931140066e-05
2014-10,614.652001953125,616.3420043945313,611.8380126953125,614.1780029296875,210300000.0,0.0007146776851722003
2014-11,606.6900146484375,610.5920043945313,604.506005859375,609.2360107421875,167920000.0,-0.0041771395700594596
2014-12,608.8640014648438,609.752001953125,604.443994140625,606.1000122070312,136480000.0,0.00454813982795748
2014-13,619.5880004882813,621.0359985351563,616.8140014648437,618.29599609375,146800000.0,0.00210882983798296
2014-14,620.9140014648438,623.2359985351562,618.71201171875,620.6279907226562,189740000.0,0.0004306761654155702
2014-15,611.1160034179687,617.506005859375,609.1619995117187,615.1199951171875,156420000.0,-0.0064632768102233975
2014-16,610.7166544596354,611.6699829101562,606.3500162760416,606.8499959309896,102500000.0,0.006333623144102767
2014-17,625.0249938964844,626.7699890136719,619.9849853515625,621.4924774169922,171625000.0,0.005705321894818225
2014-18,641.0099945068359,642.0924987792969,635.3349914550781,636.0324859619141,136525000.0,0.007791805063651574
2014-19,652.2739990234375,653.5260009765625,648.5059936523437,650.7760009765625,125460000.0,0.00243876237126542
2014-20,663.0940063476562,665.1660034179688,659.0119995117187,661.8120239257812,152820000.0,0.0016769137954049797
2014-21,664.9420043945313,665.9559936523438,661.45,663.3700073242187,129760000.0,0.0023535767533439398
2014-22,673.5025024414062,676.5675201416016,671.3699951171875,672.2700042724609,167725000.0,0.001854623528908725
2014-23,684.5359985351563,686.060009765625,679.2919921875,681.2160034179688,142120000.0,0.00476257069560558
2014-24,692.4349822998047,694.2449951171875,687.5475006103516,691.4249877929688,114775000.0,0.0014673186568888
2014-25,696.3019897460938,698.5940063476562,691.5640014648437,694.8739990234375,119100000.0,0.0020769478801954803
2014-26,695.4960083007812,700.2780029296875,693.0339965820312,697.881982421875,112780000.0,-0.00340416231669494
2014-27,696.7739990234375,698.6299926757813,693.6340087890625,694.9019897460937,96240000.0,0.00269996969150904
2014-28,688.7340087890625,694.6260009765625,687.70400390625,692.6160034179687,93640000.0,-0.00561892356758014
2014-29,692.14599609375,694.6400024414063,688.4159912109375,690.5359985351563,99740000.0,0.0023478428785072398
2014-30,696.3739990234375,698.7320068359375,692.447998046875,695.5,97560000.0,0.0012617924935179198
2014-31,684.4820068359375,689.0340209960938,682.502001953125,687.9340209960938,83160000.0,-0.0050452971661549394
2014-32,670.3159912109375,676.3739990234375,667.7440063476563,674.1659912109375,121440000.0,-0.00578097779143772
2014-33,664.7779907226562,667.9920043945312,659.8219970703125,662.8979858398437,151600000.0,0.00337006223985674
2014-34,672.0080078125,674.2880004882812,669.5739990234375,671.0320068359375,122920000.0,0.00145598539235586
2014-35,680.3400024414062,682.6000244140625,677.5900024414062,679.410009765625,124860000.0,0.00137755806480972
2014-36,685.7919921875,688.302001953125,682.1760009765625,684.3,178720000.0,0.00219623759755948
2014-37,680.3859985351562,683.8279907226563,678.5799926757812,681.2299926757812,174540000.0,-0.0012331410343447001
2014-38,683.6460083007812,685.5160034179687,680.7719970703125,682.4640014648437,158700000.0,0.00172313142480226
2014-39,676.4500122070312,681.2980102539062,673.4319946289063,679.0440063476562,137280000.0,-0.0037994008220907
2014-40,664.3500122070312,673.1420043945312,662.733984375,669.1280029296875,127420000.0,-0.00722129245059152
2014-41,632.347998046875,641.5640014648437,629.7900024414063,639.2800048828125,168200000.0,-0.01097630414306406
2014-42,608.7419921875,617.8839965820313,599.2099975585937,609.3839965820313,180200000.0,-0.0010693913336177001
2014-43,625.8300048828125,628.5380004882812,616.0660034179688,621.6760009765625,163820000.0,0.0066834267316444405
2014-44,638.6359985351562,643.543994140625,632.0679931640625,636.6840209960938,200260000.0,0.0030683817285980597
2014-45,639.8900024414063,644.2980102539062,636.8599975585937,639.6819946289063,178320000.0,0.0003111049541068802
2014-46,647.6240112304688,650.814013671875,643.3340087890625,645.8340087890625,128820000.0,0.0027691921463626804
2014-47,654.3820068359375,657.5739990234375,650.3760009765625,652.9380126953125,149160000.0,0.00220443581551074
2014-48,643.1380004882812,653.4139892578125,640.4140014648438,652.5380004882812,161000000.0,-0.014791513366661579
2014-49,614.2580078125,618.3780029296875,609.6419799804687,614.5739990234375,157420000.0,-0.0005198050535364801
2014-50,593.943994140625,600.8819946289062,591.7780029296875,599.3080078125,158460000.0,-0.00900899036864658
2014-51,596.847998046875,600.53798828125,585.7420043945312,589.68798828125,244360000.0,0.01190140955130334
2014-52,624.9700012207031,628.7850036621094,620.8799743652344,621.7799987792969,146000000.0,0.005128014970757
2015-01,622.1933390299479,626.1033325195312,618.4033203125,623.3833414713541,118900000.0,-0.0019912882292572333
2015-02,616.693994140625,622.1799926757812,611.1179931640625,616.2479858398438,165760000.0,0.0006254910709835002
2015-03,621.0780029296875,626.2860107421875,614.45400390625,621.443994140625,190960000.0,-0.0005901586693637997
2015-04,639.106005859375,640.7380004882813,632.1559936523438,634.2320068359375,197840000.0,0.0076849572782575395
2015-05,639.1699951171875,643.7400024414062,635.8980102539062,641.3599975585937,149820000.0,-0.0035269434075027003
2015-06,653.7280029296875,657.0179931640625,644.802001953125,648.8140014648437,203480000.0,0.00756006376716308
2015-07,658.4220092773437,663.8199951171875,652.9859985351562,657.5260131835937,173180000.0,0.0013766500081566601
2015-08,664.0900146484375,668.3799926757813,661.5140014648438,664.9820068359375,146560000.0,-0.0013342386779976799
2015-09,663.2239990234375,665.59599609375,659.3820068359375,662.6419799804687,153760000.0,0.0008884746835741
2015-10,661.6679931640625,665.756005859375,658.2779907226562,661.2180053710938,151180000.0,0.0006712821429060601
2015-11,654.0420043945312,660.4080078125,651.4739990234375,656.2140014648437,167940000.0,-0.0032753089199825994
2015-12,658.4219848632813,661.7580078125,653.4700073242187,655.6380004882812,143560000.0,0.004183812649106
2015-13,663.7040161132812,667.356005859375,660.5260009765625,664.8900024414063,159100000.0,-0.00175777689152126
2015-14,666.2033284505209,668.9299926757812,661.2933553059896,664.3800048828125,79966666.66666667,0.002750091491576767
2015-15,695.6025085449219,697.9650115966797,684.9100036621094,686.5550079345703,150225000.0,0.01320428939043095
2015-16,706.7919921875,711.3240112304687,704.147998046875,707.4180053710937,158020000.0,-0.0008279152774757756
2015-17,702.102001953125,705.6059936523437,698.1279907226562,701.6359985351562,112860000.0,0.00066318544535594
2015-18,696.7375030517578,702.0700073242188,692.3100128173828,698.7925109863281,142200000.0,-0.002936892138054099
2015-19,700.75,704.5460083007813,696.5300048828125,699.65400390625,238540000.0,0.0015722490629368
2015-20,706.614990234375,710.4000091552734,702.3124847412109,705.6824951171875,167325000.0,0.0013300517652918
2015-21,702.3319946289063,705.9039916992188,699.7279907226563,702.7300048828125,192400000.0,-0.0006337562807409198
2015-22,694.3099975585938,697.8824920654297,690.9149932861328,696.2975006103516,147075000.0,-0.0028340207263725
2015-23,698.102001953125,702.7820068359375,692.1160034179687,697.4919921875,124140000.0,0.0008274223374557801
2015-24,691.7719970703125,696.2599975585938,689.2699829101563,694.5599975585938,114200000.0,-0.0040166687419025005
2015-25,676.8500122070312,679.50400390625,672.8140014648437,677.51201171875,130800000.0,-0.0010264553844227399
2015-26,690.702001953125,692.5140014648438,686.4380004882812,688.689990234375,112040000.0,0.0029304488968233803
2015-27,676.9619995117188,682.3979858398437,673.4619873046875,680.2400024414062,109880000.0,-0.0046371943972202
2015-28,668.9,673.1820068359375,664.4619995117188,667.6200073242187,110580000.0,0.0018419406545218998
