Date,Close,High,Low,Open,Volume,Log_Returns
2020-03-02,919.030029296875,947.3400268554688,909.52001953125,912.7999877929688,227900000,
2020-03-03,947.25,956.8200073242188,919.1500244140625,919.1500244140625,205300000,0.03024425201933851
2020-03-04,947.1099853515625,956.8800048828125,937.1400146484375,947.25,345800000,-0.00014782264171028946
2020-03-05,926.3900146484375,955.6099853515625,922.469970703125,947.1099853515625,173000000,-0.02211989915737237
2020-03-06,884.8699951171875,926.3900146484375,884.72998046875,926.3900146484375,218600000,-0.04585459205496089
2020-03-09,802.010009765625,884.8599853515625,769.3499755859375,884.8599853515625,355300000,-0.09831964725151937
2020-03-10,803.72998046875,838.75,802.010009765625,802.010009765625,268200000,0.002142278789071891
2020-03-11,775.2999877929688,815.9099731445312,775.27001953125,803.72998046875,218900000,-0.036013332102219284
2020-03-12,705.010009765625,775.239990234375,694.0800170898438,775.239990234375,286900000,-0.09503803451941197
2020-03-13,730.989990234375,757.2000122070312,705.2000122070312,705.2000122070312,329300000,0.03618776544560818
2020-03-16,691.0499877929688,731.1099853515625,656.3499755859375,730.989990234375,304200000,-0.05618760402062947
2020-03-17,699.0599975585938,713.9500122070312,680.25,691.219970703125,249800000,0.011524409581925089
2020-03-18,687.0399780273438,699.0499877929688,676.1099853515625,699.030029296875,258700000,-0.017344089258701966
2020-03-19,718.780029296875,718.780029296875,687.02001953125,687.0499877929688,281900000,0.045162888421319415
2020-03-20,725.0599975585938,760.7999877929688,716.8900146484375,718.719970703125,336300000,0.008699035553771224
2020-03-23,688.780029296875,725.0599975585938,688.780029296875,725.0599975585938,220900000,-0.05133244746211405
2020-03-24,730.219970703125,730.25,688.8599853515625,688.8599853515625,229500000,0.05842385926029364
2020-03-25,745.7999877929688,753.760009765625,719.280029296875,730.219970703125,293900000,0.021111632894959542
2020-03-26,754.8099975585938,754.8099975585938,726.510009765625,745.7999877929688,204200000,0.012008607337810102
2020-03-27,727.8800048828125,754.8900146484375,722.2000122070312,754.8300170898438,192200000,-0.03632985256152198
2020-03-30,749.9600219726562,749.9600219726562,706.510009765625,727.8800048828125,195400000,0.02988369491987949
2020-03-31,778.3099975585938,779.969970703125,750.3099975585938,750.3099975585938,246000000,0.037104998188805936
2020-04-01,791.3099975585938,791.3599853515625,755.5900268554688,778.3099975585938,237100000,0.016564897620105237
2020-04-02,788.7100219726562,809.1599731445312,778.989990234375,791.3200073242188,257000000,-0.003291069607375272
2020-04-03,788.1099853515625,796.52001953125,780.0999755859375,788.7100219726562,260600000,-0.0007610718373307168
2020-04-06,803.0800170898438,803.3499755859375,782.969970703125,788.1099853515625,201800000,0.018816701228360436
2020-04-07,818.2000122070312,824.77001953125,803.0999755859375,803.0999755859375,251300000,0.018652463748918754
2020-04-08,809.8099975585938,818.219970703125,803.3499755859375,818.1599731445312,142300000,-0.0103071711795635
2020-04-14,828.2100219726562,828.219970703125,809.8099975585938,809.8099975585938,278200000,0.022467122711929324
2020-04-15,805.469970703125,828.3499755859375,802.280029296875,828.2000122070312,235700000,-0.02784085034383765
2020-04-16,793.5599975585938,810.6900024414062,793.0900268554688,805.4600219726562,212300000,-0.014896773205151925
2020-04-17,815.9199829101562,817.219970703125,793.6300048828125,793.6300048828125,216600000,0.02778714159872563
2020-04-20,809.1099853515625,820.0399780273438,796.6199951171875,815.9199829101562,214400000,-0.008381429952047352
2020-04-21,792.8400268554688,809.1099853515625,786.030029296875,809.1099853515625,204200000,-0.02031339034243686
2020-04-22,807.6199951171875,810.8900146484375,780.1300048828125,792.8200073242188,184200000,0.018470175118841806
2020-04-23,820.0499877929688,820.0599975585938,803.9400024414062,807.6199951171875,201500000,0.015273654302271487
2020-04-24,808.6699829101562,820.1199951171875,804.5900268554688,820.0700073242188,174000000,-0.013974397417743221
2020-04-27,812.6400146484375,817.260009765625,808.260009765625,808.6699829101562,155000000,0.00489732337301609
2020-04-28,826.0800170898438,830.0599975585938,810.6900024414062,812.489990234375,208200000,0.016403416740543617
2020-04-29,845.0,845.9400024414062,826.0800170898438,826.0800170898438,259900000,0.022644985537955176
2020-04-30,848.52001953125,855.2100219726562,838.1199951171875,845.02001953125,270800000,0.0041570510649953304
2020-05-04,820.6799926757812,848.530029296875,819.760009765625,848.530029296875,272500000,-0.03336042244873732
2020-05-05,833.719970703125,836.9099731445312,820.6799926757812,820.6799926757812,206600000,0.015764323460092513
2020-05-06,819.7999877929688,833.8599853515625,819.6900024414062,833.72998046875,185900000,-0.01683718625354248
2020-05-07,830.219970703125,831.6199951171875,818.219970703125,819.7899780273438,254000000,0.01263029744127919
2020-05-08,845.6799926757812,845.6799926757812,830.22998046875,830.22998046875,424400000,0.018450338178401665
2020-05-11,840.2899780273438,853.75,836.75,845.6900024414062,256000000,-0.006393984596920588
2020-05-12,845.5399780273438,849.7899780273438,837.25,840.280029296875,375700000,0.006228406314754125
2020-05-13,831.5700073242188,845.6400146484375,828.8099975585938,845.530029296875,329000000,-0.016659961412733494
2020-05-14,808.8400268554688,831.5700073242188,807.6900024414062,831.5700073242188,204400000,-0.027714333434785368
2020-05-15,827.75,829.1500244140625,809.0900268554688,809.0900268554688,190600000,0.023110020757378377
2020-05-18,849.0999755859375,849.0999755859375,827.739990234375,827.739990234375,244700000,0.025465759825090997
2020-05-19,858.0900268554688,863.1599731445312,848.8699951171875,849.0999755859375,243800000,0.010532084136100626
